date,rain_Paranagua_PR,temp_Paranagua_PR,rain_MatoGrosso_MT,temp_MatoGrosso_MT,rain_Goias_GO,temp_Goias_GO,rain_MatoGrossoSul_MS,temp_MatoGrossoSul_MS,rain_RioGrandeSul_RS,temp_RioGrandeSul_RS
2015-01-01,2.27,27.26,0.05,25.56,1.78,25.15,0.02,25.38,15.77,24.83
2015-01-02,7.41,26.73,2.71,26.29,0.54,25.47,1.8,25.23,4.21,21.0
2015-01-03,11.28,21.58,0.56,24.67,19.66,24.16,2.54,25.23,0.0,21.89
2015-01-04,14.18,22.83,17.06,25.08,2.0,22.63,16.99,25.39,0.05,23.19
2015-01-05,8.53,23.33,2.87,25.64,0.04,24.12,5.06,24.18,0.12,24.05
2015-01-06,5.21,24.02,2.73,24.88,0.25,24.72,2.5,24.69,14.25,26.68
2015-01-07,4.08,25.44,0.84,25.48,0.04,24.71,0.16,25.32,11.58,26.64
2015-01-08,0.69,25.98,2.93,26.18,0.11,24.87,9.35,25.36,19.43,23.98
2015-01-09,0.67,27.51,9.78,25.73,0.01,24.81,0.16,24.62,7.86,25.63
2015-01-10,1.02,26.42,1.77,24.83,0.0,25.62,0.0,26.93,9.28,25.91
2015-01-11,3.64,27.06,2.17,24.33,0.05,26.37,0.03,26.63,2.57,25.96
2015-01-12,5.4,27.92,0.62,24.82,0.67,26.53,5.86,27.31,0.06,27.1
2015-01-13,18.02,25.99,2.96,24.98,1.35,25.97,6.63,25.85,15.51,27.47
2015-01-14,9.99,26.07,5.93,25.49,3.43,25.55,6.59,25.32,9.71,25.35
2015-01-15,2.11,24.71,12.41,25.82,0.36,25.38,14.0,25.42,2.61,22.66
2015-01-16,0.9,25.96,3.79,25.3,0.0,25.39,10.3,25.86,5.12,23.99
2015-01-17,4.79,26.16,0.69,24.4,0.07,25.37,0.13,26.71,8.12,24.43
2015-01-18,6.78,26.48,3.16,24.25,0.1,26.5,1.03,26.37,0.86,24.96
2015-01-19,7.07,25.71,1.65,25.14,0.01,27.86,8.2,27.72,5.93,25.99
2015-01-20,13.05,25.72,0.1,23.81,0.09,27.57,7.14,26.98,7.89,23.86
2015-01-21,5.21,23.85,0.01,25.28,2.52,27.0,9.25,25.65,0.51,21.54
2015-01-22,12.08,21.39,4.86,24.59,8.7,24.89,15.54,25.4,0.07,20.39
2015-01-23,0.74,21.61,11.99,24.45,3.11,23.52,5.18,24.9,0.0,21.72
2015-01-24,0.48,23.6,1.1,24.53,5.22,23.39,0.06,25.5,3.84,23.03
2015-01-25,6.62,24.22,7.44,22.88,9.77,21.59,0.15,24.86,0.86,25.5
2015-01-26,0.86,25.58,16.36,23.72,2.86,22.76,2.0,23.91,2.04,26.05
2015-01-27,2.56,25.99,5.55,24.6,6.84,23.64,6.76,23.21,8.08,26.0
2015-01-28,5.17,25.95,7.77,24.13,3.92,23.66,8.19,24.17,16.26,25.46
2015-01-29,11.01,26.12,0.12,25.48,3.35,22.81,13.87,23.63,6.34,21.69
2015-01-30,9.38,20.26,0.16,26.86,1.97,24.76,4.39,24.03,0.02,20.3
2015-01-31,3.72,20.79,8.16,27.18,0.27,25.98,0.0,24.66,0.06,21.04
2015-02-01,1.21,22.72,6.34,25.32,0.03,26.0,0.41,25.94,0.03,24.11
2015-02-02,1.25,23.52,0.2,24.38,4.51,25.14,0.06,26.35,0.01,25.46
2015-02-03,20.45,23.78,5.94,25.44,3.35,25.24,0.73,26.01,0.02,25.0
2015-02-04,10.09,22.73,4.65,25.24,2.67,23.12,3.03,24.7,0.5,24.63
2015-02-05,35.8,21.75,12.62,24.37,10.46,22.54,0.32,24.92,0.1,23.48
2015-02-06,14.27,22.24,37.5,23.4,9.98,21.92,5.96,25.47,0.52,22.77
2015-02-07,14.86,23.06,4.31,23.91,48.11,21.55,0.06,25.01,0.04,21.85
2015-02-08,8.06,23.14,5.26,23.1,21.12,21.59,0.34,25.72,0.0,22.61
2015-02-09,0.39,23.94,0.78,24.54,12.56,22.21,10.3,25.5,1.95,24.51
2015-02-10,1.09,24.63,0.1,24.76,16.4,22.56,2.27,25.4,9.76,26.3
2015-02-11,2.17,26.21,0.1,24.02,1.52,22.89,21.17,24.71,15.75,25.52
2015-02-12,3.42,25.87,0.02,25.93,0.13,24.71,8.78,25.07,0.02,24.95
2015-02-13,17.97,25.07,0.92,24.91,2.27,24.65,0.86,25.56,0.0,24.68
2015-02-14,61.51,22.16,0.94,26.35,1.02,24.38,0.24,25.86,0.0,23.14
2015-02-15,32.91,20.1,0.19,25.25,7.76,23.93,6.43,24.9,0.0,22.26
2015-02-16,5.43,20.75,1.57,25.8,8.68,23.92,19.36,23.96,0.46,21.98
2015-02-17,22.88,20.53,2.84,25.31,11.75,23.21,12.18,23.09,2.58,22.4
2015-02-18,13.14,22.43,7.12,24.39,6.05,22.39,7.94,23.71,0.03,23.96
2015-02-19,12.63,24.15,16.15,23.26,20.03,22.22,6.69,24.19,11.38,25.18
2015-02-20,16.29,24.76,9.63,23.96,13.63,22.13,0.75,24.92,1.43,23.36
2015-02-21,27.35,24.0,15.62,23.5,3.62,22.88,0.11,24.27,0.25,24.12
2015-02-22,0.29,23.9,6.73,25.16,0.03,23.27,0.05,24.57,5.42,24.81
2015-02-23,8.35,23.98,6.37,25.06,0.02,23.24,6.63,24.67,9.62,23.4
2015-02-24,16.06,24.07,0.3,25.17,9.11,22.83,14.19,24.79,2.02,24.58
2015-02-25,5.37,24.0,1.53,25.38,3.5,23.23,1.44,24.4,12.88,25.23
2015-02-26,20.04,25.28,1.47,24.31,5.25,23.44,11.63,23.93,14.99,24.51
2015-02-27,7.65,25.71,3.27,24.97,0.85,22.74,2.54,24.18,1.8,24.17
2015-02-28,13.61,21.96,1.29,25.3,7.08,23.21,0.12,25.11,0.01,22.21
2015-03-01,0.34,21.34,0.8,24.13,6.47,22.77,0.34,24.94,0.39,23.09
2015-03-02,0.25,22.16,4.19,25.14,2.32,23.04,2.87,24.65,2.39,24.08
2015-03-03,0.25,22.48,5.99,24.61,12.4,23.17,1.8,23.52,0.32,25.87
2015-03-04,0.11,22.97,5.34,24.66,5.34,22.59,2.83,23.71,1.47,24.54
2015-03-05,4.89,24.36,0.44,25.63,3.82,23.11,0.57,24.89,0.24,25.06
2015-03-06,41.18,22.68,0.51,25.32,0.44,24.01,5.5,25.82,0.03,23.16
2015-03-07,23.17,22.23,14.49,23.98,2.0,24.09,1.62,24.97,0.0,21.97
2015-03-08,15.93,22.42,2.61,24.27,3.6,23.53,5.94,24.68,0.0,23.15
2015-03-09,7.85,22.0,0.31,25.57,5.49,23.51,6.44,24.44,0.37,24.47
2015-03-10,10.56,23.4,5.62,26.47,6.36,23.2,0.53,24.96,2.28,23.82
2015-03-11,3.59,22.51,3.5,25.52,15.92,22.23,2.37,24.84,0.66,22.72
2015-03-12,23.89,23.74,3.38,24.67,8.16,21.47,0.18,24.8,0.02,22.9
2015-03-13,8.17,23.31,5.28,24.05,3.23,20.69,0.12,24.38,0.01,23.81
2015-03-14,11.54,23.13,0.37,24.78,4.13,21.5,0.21,24.63,0.0,25.65
2015-03-15,3.53,23.75,9.71,24.21,8.47,21.65,1.65,25.14,0.76,26.16
2015-03-16,6.53,23.12,7.12,25.44,6.04,21.34,0.19,25.3,0.01,24.67
2015-03-17,6.1,21.96,4.5,23.55,5.87,22.69,1.72,25.21,0.05,22.8
2015-03-18,5.25,21.43,4.94,24.35,8.99,22.04,1.49,24.52,0.01,22.46
2015-03-19,4.4,21.0,2.82,23.87,27.37,20.49,0.15,23.83,0.01,23.81
2015-03-20,2.71,22.43,4.06,24.44,4.43,21.45,0.51,23.71,0.35,24.35
2015-03-21,6.49,22.6,3.63,25.0,2.02,21.33,0.49,24.03,0.13,22.93
2015-03-22,19.28,19.9,6.14,25.26,5.42,21.94,0.09,24.12,0.04,18.37
2015-03-23,6.19,19.5,3.42,25.65,4.71,22.88,0.0,24.12,0.11,19.6
2015-03-24,1.13,20.5,0.29,24.78,5.02,23.18,0.1,24.86,0.0,21.77
2015-03-25,0.09,20.65,0.35,24.49,4.9,23.38,0.45,24.42,0.05,23.5
2015-03-26,0.02,21.77,0.57,24.43,7.99,22.99,1.37,23.86,5.96,21.31
2015-03-27,13.69,22.57,1.02,24.81,10.21,22.53,1.61,23.72,1.35,18.71
2015-03-28,17.23,21.53,0.89,26.04,1.43,24.14,0.98,25.26,0.0,20.51
2015-03-29,34.37,20.49,2.18,25.7,1.71,23.46,0.46,25.81,12.14,21.21
2015-03-30,6.7,22.14,7.41,25.55,0.84,24.11,3.42,26.08,7.55,21.4
2015-03-31,0.29,22.33,3.51,25.92,0.35,23.33,1.29,26.07,0.54,21.7
2015-04-01,0.03,21.28,4.27,24.89,5.56,23.95,2.13,24.98,0.52,21.02
2015-04-02,0.05,20.81,0.09,25.43,5.96,23.65,1.06,25.6,0.02,20.89
2015-04-03,0.05,20.59,0.47,24.3,2.81,23.73,0.74,25.88,0.02,22.06
2015-04-04,0.17,20.84,5.26,25.65,4.1,23.22,6.16,25.64,3.73,22.73
2015-04-05,2.86,22.75,8.42,24.47,3.18,22.61,23.4,24.2,34.97,20.35
2015-04-06,1.05,20.12,3.43,24.55,8.75,22.14,2.21,22.51,1.09,18.94
2015-04-07,0.65,17.67,2.53,24.23,4.27,22.72,0.01,21.67,0.0,17.16
2015-04-08,0.4,18.99,7.02,24.61,7.82,22.88,0.0,23.22,0.0,18.94
2015-04-09,1.8,19.69,3.47,24.51,1.14,23.06,0.0,23.81,0.02,21.17
2015-04-10,0.81,20.44,41.86,24.62,0.54,23.03,0.0,23.59,0.0,21.64
2015-04-11,0.04,20.38,10.19,24.59,0.99,23.05,0.04,24.85,0.0,21.08
2015-04-12,0.04,20.65,1.2,25.22,3.38,22.92,0.2,24.55,0.17,20.73
2015-04-13,0.15,20.1,1.71,24.22,12.12,22.78,7.51,24.11,0.02,20.37
2015-04-14,0.02,20.22,4.3,24.73,3.91,22.71,0.17,24.6,3.89,22.12
2015-04-15,0.19,21.65,0.94,24.47,29.37,23.19,0.95,25.06,3.8,21.56
2015-04-16,6.97,21.45,10.01,25.27,3.75,22.93,7.26,25.2,0.93,20.89
2015-04-17,10.5,21.0,2.77,25.41,3.39,23.02,6.09,24.81,9.47,21.69
2015-04-18,0.49,22.46,0.08,25.54,5.37,23.48,11.87,24.23,5.58,19.67
2015-04-19,2.57,21.97,0.01,25.33,4.72,23.88,0.07,24.23,0.1,20.5
2015-04-20,4.65,23.49,0.01,25.39,4.38,23.58,0.37,25.08,21.36,22.21
2015-04-21,6.42,21.27,0.16,25.19,2.05,23.3,1.11,25.19,0.17,19.23
2015-04-22,45.86,18.86,0.61,25.12,2.31,23.61,0.6,24.08,0.03,17.74
2015-04-23,15.44,19.39,0.31,25.29,4.78,23.09,1.43,24.6,0.25,17.81
2015-04-24,3.38,21.44,2.8,25.02,2.34,23.4,1.3,24.82,0.05,18.28
2015-04-25,1.37,18.8,7.84,25.1,5.61,22.94,0.01,24.39,0.0,16.72
2015-04-26,3.14,18.39,4.19,25.38,4.2,22.79,0.0,23.42,0.02,17.99
2015-04-27,1.29,19.76,0.6,24.97,2.36,22.75,0.03,22.11,0.08,18.84
2015-04-28,1.96,20.23,0.32,23.8,1.53,22.38,0.0,22.97,0.02,18.28
2015-04-29,3.91,17.6,0.93,24.03,0.34,22.04,0.0,23.05,0.13,17.03
2015-04-30,0.96,16.71,1.67,24.96,0.11,21.74,0.0,22.91,1.48,16.35
2015-05-01,0.02,17.54,2.92,24.89,0.0,21.46,0.0,22.39,0.0,17.34
2015-05-02,0.02,18.04,0.25,24.63,0.0,21.61,0.0,22.65,14.5,18.0
2015-05-03,6.98,19.67,0.12,24.05,0.04,21.39,6.98,23.76,13.56,17.53
2015-05-04,23.01,20.13,5.72,23.26,1.55,21.68,27.82,21.33,0.14,12.58
2015-05-05,0.94,17.55,3.08,24.24,10.04,21.8,0.18,19.95,0.01,11.91
2015-05-06,0.13,17.94,1.44,24.94,5.97,20.83,0.21,21.58,0.02,12.79
2015-05-07,0.25,16.08,0.32,24.71,0.24,21.21,0.01,21.39,0.0,12.12
2015-05-08,0.04,15.73,0.02,25.05,0.0,21.29,0.0,20.73,0.0,13.72
2015-05-09,0.13,16.93,0.0,24.87,0.15,21.53,0.0,20.5,0.32,17.95
2015-05-10,11.87,17.11,0.05,25.39,6.84,21.56,8.64,22.29,9.07,16.74
2015-05-11,3.12,17.62,0.03,24.2,3.3,20.69,10.57,20.12,5.49,15.6
2015-05-12,6.8,16.74,0.03,23.48,1.15,19.74,0.0,16.67,0.05,15.6
2015-05-13,2.31,16.89,0.0,23.78,0.0,19.45,0.0,17.1,0.01,15.65
2015-05-14,4.59,17.03,0.01,23.27,0.01,20.52,0.01,17.37,0.03,16.84
2015-05-15,2.12,17.13,2.63,23.3,0.0,20.78,0.0,19.72,0.03,18.8
2015-05-16,0.94,17.62,12.68,23.57,0.01,20.41,6.88,21.59,0.78,20.07
2015-05-17,1.86,18.75,1.53,24.46,0.04,19.85,0.18,21.6,0.09,19.76
2015-05-18,4.01,18.09,0.0,24.13,0.15,20.5,0.06,20.73,0.02,19.69
2015-05-19,11.41,18.11,0.0,24.53,3.2,20.42,0.07,20.89,0.02,19.4
2015-05-20,5.13,18.77,0.33,24.83,1.0,20.27,0.07,20.48,0.01,19.51
2015-05-21,2.03,18.93,0.06,25.33,0.03,20.16,0.02,21.48,0.0,20.81
2015-05-22,0.28,20.01,0.0,25.32,0.0,20.12,0.0,22.58,0.01,21.81
2015-05-23,0.0,20.26,0.0,25.73,0.0,20.34,0.0,22.83,9.64,21.87
2015-05-24,2.85,22.05,0.0,25.37,0.0,20.54,0.52,22.55,1.93,19.51
2015-05-25,6.0,21.38,0.0,25.44,0.0,20.77,0.02,24.45,0.1,17.28
2015-05-26,10.79,19.67,0.01,25.2,0.0,20.37,0.66,23.94,3.38,17.64
2015-05-27,11.26,20.7,0.0,25.04,0.03,21.2,0.84,22.41,66.34,15.89
2015-05-28,1.65,18.48,0.0,25.21,0.07,21.08,0.65,19.78,1.94,14.31
2015-05-29,0.7,15.94,0.0,24.91,0.04,20.04,0.03,17.86,0.28,14.2
2015-05-30,0.0,14.74,0.05,26.02,0.0,20.4,1.46,20.19,0.07,13.96
2015-05-31,0.3,15.74,8.48,26.34,0.02,21.46,17.65,20.67,0.0,13.67
2015-06-01,0.03,15.1,1.23,25.93,0.01,21.43,28.31,19.63,0.0,13.09
2015-06-02,0.02,15.59,0.06,26.44,0.03,21.56,5.7,20.67,0.07,13.07
2015-06-03,0.02,16.33,0.03,25.95,0.0,21.13,0.24,20.99,0.04,15.55
2015-06-04,0.0,17.57,0.2,25.06,0.0,20.43,0.02,20.84,0.01,18.34
2015-06-05,0.05,17.21,0.02,25.01,0.0,19.39,0.0,19.36,18.57,17.86
2015-06-06,0.02,18.23,0.0,25.58,0.0,20.31,0.0,19.99,0.01,20.52
2015-06-07,0.0,19.81,0.0,26.08,0.0,20.87,0.0,21.12,2.38,19.77
2015-06-08,0.0,19.9,0.0,26.0,0.0,20.69,0.0,20.78,14.31,18.69
2015-06-09,0.0,19.29,0.0,26.06,0.0,20.58,0.0,20.94,0.66,20.03
2015-06-10,0.0,19.88,0.0,26.63,0.0,20.9,0.17,21.84,10.13,18.93
2015-06-11,3.25,20.62,0.0,25.41,0.0,21.18,0.0,22.34,13.3,13.51
2015-06-12,10.59,15.13,0.0,25.52,0.0,21.31,0.09,22.43,0.02,8.74
2015-06-13,7.57,18.45,0.0,25.17,0.0,22.01,0.0,21.76,0.28,11.12
2015-06-14,7.99,20.85,0.01,25.89,0.0,21.58,0.01,22.29,1.28,12.58
2015-06-15,17.38,15.48,0.0,26.32,0.0,22.08,1.75,16.71,0.0,7.84
2015-06-16,0.17,11.45,0.0,26.21,0.01,21.66,0.0,18.62,0.0,7.76
2015-06-17,0.1,15.16,0.0,26.55,0.0,21.86,0.0,21.96,24.72,10.43
2015-06-18,8.88,17.33,0.0,26.21,0.01,21.72,0.01,20.52,6.14,9.55
2015-06-19,0.09,10.87,0.0,23.43,0.0,21.52,0.0,16.69,0.0,6.13
2015-06-20,0.79,12.74,0.0,24.5,0.0,20.36,0.53,19.91,0.0,9.87
2015-06-21,0.93,16.7,0.0,25.04,0.0,18.91,0.39,20.81,0.16,15.03
2015-06-22,0.27,18.66,0.0,25.91,0.0,19.34,0.0,20.22,9.97,15.9
2015-06-23,0.96,16.62,0.0,25.66,0.0,19.51,0.0,19.9,7.09,9.79
2015-06-24,0.89,13.08,0.0,24.48,0.0,19.42,0.0,19.78,2.66,7.72
2015-06-25,1.08,14.47,0.0,24.33,0.01,20.37,0.0,20.39,0.19,12.83
2015-06-26,1.63,15.56,0.0,25.42,0.0,19.97,0.0,20.68,0.08,14.34
2015-06-27,0.66,15.84,0.0,26.39,0.0,18.06,0.0,19.81,0.2,15.4
2015-06-28,0.04,16.06,0.0,25.42,0.19,18.39,0.0,18.72,0.24,15.3
2015-06-29,0.01,15.69,0.0,25.03,0.05,19.69,0.0,19.73,4.89,14.78
2015-06-30,6.01,18.2,0.0,25.99,0.0,20.62,3.54,20.58,4.21,15.94
2015-07-01,0.49,17.17,0.0,26.12,0.0,20.46,3.98,20.24,0.07,12.23
2015-07-02,0.91,15.62,0.0,25.27,0.0,20.75,0.15,20.59,0.38,11.95
2015-07-03,6.86,18.23,0.0,25.77,0.0,21.24,6.0,22.21,1.25,14.47
2015-07-04,0.03,15.56,0.0,25.0,0.0,22.33,8.03,14.47,0.23,9.35
2015-07-05,0.95,11.83,0.0,22.38,0.0,21.59,0.0,16.35,0.0,8.92
2015-07-06,1.79,15.29,0.02,24.19,0.0,21.88,2.29,18.1,3.4,11.85
2015-07-07,4.43,16.77,0.01,24.91,0.14,20.03,7.97,18.62,5.49,13.81
2015-07-08,10.79,17.21,0.0,25.33,1.83,19.4,5.13,15.78,12.23,13.32
2015-07-09,0.11,16.01,0.0,26.75,0.0,21.14,0.23,17.99,1.96,13.84
2015-07-10,3.9,15.69,0.0,28.13,0.0,21.77,3.85,20.79,0.07,14.45
2015-07-11,11.0,18.35,0.02,27.8,0.0,22.98,3.15,21.81,0.28,14.46
2015-07-12,9.89,18.78,0.01,27.04,0.0,23.09,4.82,22.86,22.43,15.91
2015-07-13,1.25,19.88,0.0,27.43,0.0,23.12,0.0,23.77,21.97,20.28
2015-07-14,8.91,21.47,0.0,28.25,0.0,23.42,4.92,23.1,13.17,12.84
2015-07-15,3.91,17.34,0.02,28.1,0.0,23.09,4.65,20.84,1.39,9.15
2015-07-16,5.49,18.21,0.01,26.67,0.0,21.7,0.16,20.83,5.83,11.11
2015-07-17,8.39,19.01,0.0,26.07,0.0,20.68,0.23,21.76,8.76,13.8
2015-07-18,0.43,18.28,0.0,26.6,0.0,20.26,0.02,21.25,5.33,13.62
2015-07-19,0.5,18.54,0.0,26.43,0.0,20.56,0.0,20.89,14.51,17.54
2015-07-20,0.01,19.24,0.0,26.27,0.0,21.53,0.0,21.47,51.73,14.84
2015-07-21,6.42,17.01,0.0,25.29,0.0,21.38,0.19,17.48,0.89,11.72
2015-07-22,0.92,13.49,0.0,25.19,0.0,21.14,0.0,16.85,0.01,10.98
2015-07-23,2.0,15.14,0.0,25.78,0.0,21.45,0.0,20.65,2.88,11.77
2015-07-24,11.8,16.58,0.0,26.26,0.0,21.91,3.46,20.64,5.21,12.99
2015-07-25,3.37,14.25,0.0,25.46,0.0,21.73,5.08,19.46,0.23,12.7
2015-07-26,0.08,15.61,0.0,25.39,0.01,22.54,0.0,19.68,0.68,13.25
2015-07-27,0.17,15.87,0.0,25.64,0.0,23.91,0.0,20.99,0.21,14.36
2015-07-28,0.04,15.91,0.0,27.02,0.01,24.26,0.0,22.11,0.07,15.43
2015-07-29,0.12,16.2,0.0,27.26,0.0,23.72,0.0,22.63,0.01,19.06
2015-07-30,0.02,16.8,0.0,27.68,0.0,22.32,0.0,22.37,0.03,19.43
2015-07-31,0.07,17.22,0.0,26.85,0.0,22.57,0.0,22.34,0.0,19.63
2015-08-01,0.0,18.73,0.0,26.5,0.0,22.61,0.0,22.34,0.0,17.98
2015-08-02,0.0,18.53,0.0,26.4,0.0,22.74,0.0,22.37,0.04,19.96
2015-08-03,0.05,20.0,0.0,27.32,0.0,22.95,0.0,22.96,3.76,19.52
2015-08-04,0.02,19.39,0.0,27.82,0.0,22.31,0.0,22.91,16.73,15.73
2015-08-05,0.04,19.26,0.0,27.68,0.0,22.84,0.0,23.09,12.39,16.62
2015-08-06,0.02,18.93,0.0,27.92,0.0,22.95,0.0,23.64,0.0,20.74
2015-08-07,0.01,19.06,0.0,29.08,0.0,23.32,0.0,24.35,0.01,21.62
2015-08-08,0.01,18.91,0.0,29.02,0.0,23.01,0.0,24.77,0.0,22.86
2015-08-09,0.05,19.22,0.0,28.39,0.0,22.95,0.0,24.27,0.0,21.69
2015-08-10,0.03,19.42,0.0,28.29,0.0,23.21,0.0,24.57,0.02,20.94
2015-08-11,0.01,19.1,0.0,27.99,0.0,22.33,0.0,24.09,0.57,19.89
2015-08-12,0.01,18.52,0.0,27.84,0.0,21.42,0.0,23.75,0.16,20.67
2015-08-13,0.01,18.37,0.0,26.74,0.0,21.27,0.0,23.88,0.03,20.88
2015-08-14,0.0,18.27,0.0,26.36,0.0,21.89,0.0,22.97,0.12,20.33
2015-08-15,0.02,19.26,0.0,26.9,0.0,23.26,0.0,24.21,0.02,17.4
2015-08-16,0.0,19.74,0.0,27.67,0.0,23.94,0.0,24.36,2.62,16.07
2015-08-17,0.0,19.36,0.0,29.23,0.0,23.72,0.0,24.62,1.19,19.42
2015-08-18,0.51,18.81,1.22,28.76,0.0,23.95,0.03,26.23,6.74,19.05
2015-08-19,0.58,18.46,0.0,29.09,0.0,24.94,0.0,20.57,1.86,15.29
2015-08-20,0.27,15.49,0.0,28.97,0.0,25.2,0.0,20.79,0.18,13.35
2015-08-21,0.4,15.83,0.0,30.23,0.0,24.9,0.0,22.57,0.01,15.86
2015-08-22,0.2,17.69,0.0,31.36,5.91,24.2,0.0,24.68,4.18,16.68
2015-08-23,3.5,19.18,0.0,30.36,0.0,24.72,0.0,27.03,2.45,16.43
2015-08-24,2.94,15.28,0.0,30.54,0.0,25.36,0.0,26.78,0.16,11.41
2015-08-25,2.25,15.8,0.0,31.48,0.7,26.83,0.0,26.76,0.0,14.98
2015-08-26,2.78,17.75,0.2,31.52,0.79,27.36,0.45,27.13,16.34,17.69
2015-08-27,9.27,18.94,3.93,29.52,1.38,26.61,8.4,25.7,0.44,15.91
2015-08-28,0.0,15.71,0.01,29.45,1.04,25.26,0.09,22.35,0.27,13.81
2015-08-29,0.01,16.83,0.0,30.3,0.03,26.8,0.0,22.88,0.0,16.62
2015-08-30,0.02,19.46,0.0,31.33,0.0,26.42,0.0,24.99,0.01,19.74
2015-08-31,0.29,20.68,0.0,31.82,0.4,26.2,0.0,26.98,0.55,20.9
2015-09-01,0.56,18.1,0.0,31.2,0.17,26.25,0.0,27.46,1.11,14.34
2015-09-02,3.04,14.41,0.0,30.63,0.58,26.41,0.0,26.61,0.0,13.69
2015-09-03,13.85,16.07,0.0,30.64,0.0,26.72,0.0,27.12,0.11,15.43
2015-09-04,3.46,16.39,0.0,30.85,0.86,26.75,0.0,26.47,0.51,14.14
2015-09-05,3.22,15.92,0.0,30.96,0.45,27.44,0.0,25.28,0.01,13.26
2015-09-06,1.81,15.8,0.0,32.64,0.0,28.43,0.0,25.19,0.06,13.06
2015-09-07,7.18,19.01,0.01,32.61,1.14,29.59,0.05,28.47,0.01,14.31
2015-09-08,21.96,18.56,0.01,32.6,6.61,27.7,59.83,26.67,0.06,15.48
2015-09-09,0.07,17.54,0.0,31.66,16.44,23.63,1.81,21.42,0.01,15.71
2015-09-10,7.68,18.72,0.0,32.92,0.04,25.16,31.66,23.74,4.96,15.58
2015-09-11,3.74,17.39,0.0,33.63,0.0,27.01,7.63,19.89,0.64,10.64
2015-09-12,1.53,14.19,0.0,29.14,0.47,25.26,3.17,15.65,0.55,8.41
2015-09-13,0.12,13.66,0.0,29.1,0.82,24.89,0.04,17.33,0.0,11.72
2015-09-14,0.48,15.17,0.0,30.9,0.07,25.68,0.0,20.96,0.01,14.0
2015-09-15,0.91,18.37,0.0,31.01,0.7,26.27,0.0,24.62,1.05,17.34
2015-09-16,1.99,22.99,0.0,32.85,1.18,27.36,0.25,26.76,7.32,18.9
2015-09-17,1.55,24.21,0.0,32.38,0.04,28.08,0.0,27.13,17.53,14.72
2015-09-18,1.0,25.46,0.0,31.74,0.0,27.94,0.0,27.5,6.48,15.12
2015-09-19,0.62,23.06,0.0,31.94,0.0,27.02,0.0,27.05,22.06,16.54
2015-09-20,0.24,21.39,0.0,31.33,0.0,27.31,0.0,26.26,21.55,17.4
2015-09-21,0.07,21.49,0.0,32.33,0.0,27.56,0.0,26.32,18.11,20.31
2015-09-22,0.07,22.69,0.0,33.35,0.05,28.29,0.0,27.14,14.46,21.73
2015-09-23,0.01,23.4,0.0,33.4,0.5,29.91,0.0,27.89,7.68,23.18
2015-09-24,0.38,24.57,0.0,32.37,0.02,31.27,0.1,28.25,14.01,22.71
2015-09-25,6.59,24.4,0.0,32.97,1.04,30.39,13.76,28.14,4.58,19.11
2015-09-26,6.05,18.38,0.0,32.72,0.39,30.12,24.66,25.09,0.34,15.97
2015-09-27,19.58,21.56,0.0,33.89,0.66,29.78,0.63,23.48,0.2,17.24
2015-09-28,2.9,20.14,0.03,32.14,2.31,27.65,0.03,23.49,0.02,17.03
2015-09-29,0.27,19.83,9.52,29.56,5.33,24.27,13.03,25.05,0.01,17.77
2015-09-30,6.67,18.86,1.4,28.43,0.24,24.18,6.8,24.12,0.0,15.54
2015-10-01,2.82,19.36,0.46,30.33,0.01,27.94,0.68,24.69,0.02,16.34
2015-10-02,12.05,22.05,0.01,31.93,0.57,28.78,0.01,26.49,12.33,20.57
2015-10-03,4.82,20.75,0.56,30.26,0.0,29.14,9.33,24.45,0.39,14.32
2015-10-04,3.76,16.94,0.76,30.19,0.01,29.88,0.18,23.05,0.0,12.94
2015-10-05,1.23,16.16,0.01,31.83,0.0,30.17,0.0,25.68,0.0,14.62
2015-10-06,0.46,18.19,3.12,31.23,0.49,31.14,0.0,26.75,14.72,18.27
2015-10-07,0.51,20.48,3.09,29.52,0.54,30.27,0.0,28.07,17.44,22.72
2015-10-08,11.18,23.42,0.0,28.8,0.03,30.9,0.31,28.1,99.22,20.06
2015-10-09,13.07,21.3,0.13,31.09,1.61,29.96,3.83,25.89,30.97,14.65
2015-10-10,2.25,18.78,4.25,25.97,0.78,30.22,1.66,22.78,9.12,15.21
2015-10-11,16.84,19.96,0.75,27.75,0.0,30.34,1.34,19.84,18.45,14.57
2015-10-12,9.94,20.02,0.0,26.76,0.79,30.2,1.69,18.02,1.24,14.41
2015-10-13,6.57,17.95,0.0,29.66,1.69,30.41,0.07,22.79,0.01,15.32
2015-10-14,1.52,20.77,0.0,31.57,0.0,30.25,0.0,27.39,18.51,19.59
2015-10-15,0.07,25.05,0.0,31.83,2.39,30.0,0.0,28.93,15.47,23.42
2015-10-16,1.06,22.25,0.0,32.91,0.0,31.44,0.33,29.99,1.39,17.07
2015-10-17,2.39,16.99,0.0,33.51,0.0,31.97,0.52,29.41,0.03,13.36
2015-10-18,0.75,14.52,0.01,33.59,0.0,32.32,0.0,28.92,0.0,12.39
2015-10-19,0.81,17.73,4.18,32.05,0.0,31.91,0.0,29.23,2.18,16.35
2015-10-20,1.44,21.27,0.01,31.2,0.04,32.05,0.0,30.63,1.24,23.38
2015-10-21,14.51,24.52,0.0,31.56,2.81,31.47,0.0,31.49,21.04,19.03
