date,rain_Paranagua_PR,temp_Paranagua_PR,rain_MatoGrosso_MT,temp_MatoGrosso_MT,rain_Goias_GO,temp_Goias_GO,rain_MatoGrossoSul_MS,temp_MatoGrossoSul_MS,rain_RioGrandeSul_RS,temp_RioGrandeSul_RS
2020-11-18,26.22,17.76,30.93,25.76,9.72,24.64,9.61,25.16,0.0,18.43
2020-11-19,10.31,16.99,16.28,24.64,7.67,22.77,0.08,23.21,0.14,19.01
2020-11-20,2.33,18.0,0.2,24.36,11.64,23.23,0.0,23.42,0.21,18.99
2020-11-21,1.97,18.32,0.0,26.68,0.07,23.95,0.0,24.66,0.01,19.13
2020-11-22,0.22,19.93,0.02,27.57,0.09,24.86,0.0,25.59,0.01,19.69
2020-11-23,0.17,20.47,0.21,27.73,0.99,24.87,0.0,26.23,0.0,21.85
2020-11-24,0.09,21.17,0.22,28.04,1.65,24.6,0.0,28.19,0.0,25.29
2020-11-25,0.1,23.67,0.27,28.79,2.17,23.4,0.06,29.46,3.0,26.83
2020-11-26,5.7,25.93,2.7,28.53,0.39,24.17,0.0,30.36,1.17,23.11
2020-11-27,17.77,22.68,0.79,28.43,0.02,24.7,0.56,30.06,0.83,21.49
2020-11-28,1.59,23.49,0.04,29.21,0.0,26.01,0.0,31.51,1.08,23.05
2020-11-29,0.55,24.97,0.07,30.7,0.0,25.87,0.03,32.34,14.84,25.85
2020-11-30,4.99,24.36,0.11,30.09,0.0,26.22,1.15,31.62,0.03,23.27
2020-12-01,2.86,21.7,0.16,30.0,0.0,27.67,1.4,29.36,0.02,22.4
2020-12-02,3.68,22.14,0.04,29.91,0.15,28.16,0.5,29.9,14.86,24.63
2020-12-03,1.07,25.4,0.13,30.73,0.0,28.53,4.26,29.19,7.96,24.54
2020-12-04,8.98,22.58,1.43,27.86,0.9,29.06,26.73,28.32,0.06,23.06
2020-12-05,35.21,19.0,0.26,30.13,3.69,28.9,12.21,25.27,0.06,19.14
2020-12-06,38.7,18.35,5.58,29.32,8.97,24.16,1.09,25.69,1.58,18.57
2020-12-07,18.72,20.5,1.85,27.74,1.22,24.76,0.57,25.45,2.75,20.93
2020-12-08,0.69,22.85,1.09,28.76,4.24,25.63,0.12,26.2,0.14,22.57
2020-12-09,3.02,22.4,5.18,25.26,4.63,22.49,0.0,27.39,0.02,23.72
2020-12-10,1.7,22.0,1.88,24.76,4.21,23.0,0.77,27.19,0.0,24.05
2020-12-11,1.06,23.06,6.62,24.18,7.57,23.21,0.03,26.89,0.89,27.74
2020-12-12,0.95,23.98,0.24,25.95,3.83,22.96,0.98,26.95,5.95,26.11
2020-12-13,8.55,24.66,0.87,27.54,9.41,23.04,1.58,27.77,3.45,26.32
2020-12-14,20.16,24.75,2.57,26.44,1.86,25.58,4.06,26.6,1.82,23.36
2020-12-15,25.47,23.27,1.47,27.45,0.15,26.61,1.9,26.65,0.01,25.38
2020-12-16,5.44,23.57,0.31,29.8,0.0,26.65,0.96,26.51,4.92,25.74
2020-12-17,18.55,22.22,0.46,29.81,0.01,27.26,0.36,28.62,2.2,25.65
2020-12-18,2.63,22.91,0.39,28.18,0.51,27.22,0.66,29.42,0.01,26.76
2020-12-19,12.91,24.98,0.08,29.61,2.14,26.48,0.09,30.52,6.27,26.42
2020-12-20,4.17,25.91,15.44,29.39,8.58,26.63,6.31,30.67,0.07,21.67
2020-12-21,14.34,24.04,6.24,27.0,2.18,25.81,8.23,29.26,0.0,21.2
2020-12-22,5.76,20.64,2.01,27.58,20.67,22.87,2.54,28.62,0.0,22.08
2020-12-23,4.68,20.79,5.53,25.87,8.83,22.9,1.67,29.32,0.0,23.71
2020-12-24,0.92,21.45,2.42,25.51,8.81,23.79,0.27,30.01,0.0,26.5
2020-12-25,2.13,20.44,0.41,27.68,11.46,23.64,0.0,28.83,0.12,26.72
2020-12-26,2.2,20.88,2.75,25.52,3.41,23.21,0.0,29.3,0.41,25.15
2020-12-27,5.94,22.4,4.31,24.39,9.13,23.66,0.69,28.82,2.19,25.52
2020-12-28,19.09,22.77,1.28,26.81,4.17,23.12,5.27,28.73,0.26,26.31
2020-12-29,13.26,23.54,0.23,26.07,0.12,24.22,8.15,25.51,0.31,27.44
2020-12-30,1.96,25.74,2.48,27.64,0.35,25.05,1.88,27.6,0.71,29.32
2020-12-31,3.82,25.19,2.33,28.12,0.25,25.58,6.61,26.34,16.18,24.35
2021-01-01,15.48,21.91,3.66,28.15,13.42,24.01,2.9,27.1,0.13,23.37
2021-01-02,7.3,20.6,0.86,28.82,0.37,25.02,0.0,28.57,0.0,24.29
2021-01-03,3.3,20.76,5.3,28.15,13.09,25.54,0.65,29.29,0.0,24.33
2021-01-04,1.94,21.81,2.48,27.43,6.56,22.11,6.95,27.0,0.25,26.59
2021-01-05,12.41,23.26,1.98,28.11,0.71,24.68,15.33,24.12,2.83,24.72
2021-01-06,2.04,24.56,7.38,27.96,0.64,26.23,11.76,24.65,0.52,27.43
2021-01-07,3.21,26.45,1.63,27.24,4.89,25.4,5.44,24.75,0.33,27.88
2021-01-08,12.76,24.15,1.33,28.29,0.2,26.13,4.13,25.87,0.21,27.5
2021-01-09,4.26,23.36,4.16,28.76,2.72,26.53,1.29,27.89,0.27,29.09
2021-01-10,6.08,23.67,5.51,27.32,19.24,24.8,0.21,28.21,0.16,30.4
2021-01-11,6.71,24.36,1.8,28.38,6.77,24.3,1.81,27.57,6.32,29.64
2021-01-12,0.87,25.84,1.09,29.42,1.59,24.46,5.67,27.85,9.55,24.88
2021-01-13,20.23,23.32,3.23,27.76,10.06,25.61,11.11,25.72,0.09,23.43
2021-01-14,24.32,22.84,4.15,27.32,0.92,22.69,16.65,24.71,0.03,23.4
2021-01-15,8.77,23.43,4.27,25.98,6.39,21.67,6.94,24.98,0.5,26.79
2021-01-16,4.81,24.61,7.73,24.89,7.15,22.49,1.67,24.77,26.45,26.16
2021-01-17,5.36,25.94,3.87,24.68,1.05,23.42,6.22,24.3,8.06,24.97
2021-01-18,24.15,23.35,4.57,26.59,3.0,24.36,6.31,24.81,0.02,22.67
2021-01-19,33.82,20.83,3.86,23.7,5.43,24.89,17.76,23.47,0.0,22.73
2021-01-20,25.36,22.36,0.27,26.8,0.38,24.9,7.88,23.19,0.01,23.75
2021-01-21,6.65,21.81,12.05,24.29,0.06,25.25,1.09,23.88,0.71,23.56
2021-01-22,5.46,23.06,2.95,25.31,0.0,25.97,2.81,24.14,0.05,25.83
2021-01-23,8.28,22.98,0.81,25.75,0.02,26.66,6.43,25.31,0.0,27.13
2021-01-24,3.25,22.11,0.8,26.9,0.01,27.1,1.81,24.19,5.07,26.35
2021-01-25,5.79,22.83,0.45,25.46,2.98,26.65,0.6,24.43,2.18,27.02
2021-01-26,1.93,23.54,1.67,27.1,7.82,25.7,0.7,25.37,13.94,26.0
2021-01-27,4.64,25.34,0.57,26.8,3.17,25.42,15.56,24.62,19.21,24.01
2021-01-28,9.35,24.79,3.27,26.46,1.61,25.88,14.75,23.82,9.77,24.3
2021-01-29,9.89,25.06,6.21,26.66,0.29,26.14,1.52,24.55,11.55,25.96
2021-01-30,8.01,24.48,1.41,27.35,3.84,26.8,6.04,24.01,14.7,26.7
2021-01-31,2.53,25.25,0.81,27.79,3.64,27.08,2.99,24.96,17.23,24.63
2021-02-01,5.97,24.7,0.39,28.14,5.14,26.5,6.03,25.44,0.09,25.79
2021-02-02,10.1,25.61,0.48,29.33,2.41,26.03,0.63,26.41,3.07,27.25
2021-02-03,0.35,25.57,4.61,29.14,4.29,25.86,0.65,27.67,9.56,26.3
2021-02-04,7.06,26.72,3.88,28.48,11.72,25.98,8.16,25.79,23.57,23.33
2021-02-05,0.56,22.68,3.26,27.5,5.52,25.28,3.34,23.65,1.19,19.6
2021-02-06,4.26,21.23,1.07,24.81,8.18,22.66,0.0,22.94,0.04,21.35
2021-02-07,0.09,21.12,0.59,26.82,6.34,22.69,0.01,23.64,0.0,23.21
2021-02-08,0.85,20.79,0.6,28.11,8.33,23.7,0.0,24.02,0.04,23.3
2021-02-09,0.62,20.94,0.11,28.5,0.49,23.42,0.0,24.2,1.47,23.9
2021-02-10,1.59,21.41,0.86,27.58,0.29,24.47,12.53,25.36,9.25,23.84
2021-02-11,13.92,21.11,13.3,25.25,29.2,24.45,6.11,23.94,8.3,22.92
2021-02-12,5.91,21.97,11.61,24.95,24.71,21.96,1.64,23.92,4.42,22.52
2021-02-13,10.11,23.71,4.79,26.42,3.34,23.34,0.01,25.17,1.88,24.57
2021-02-14,7.2,23.86,6.55,24.39,9.37,22.4,11.9,25.37,6.3,23.37
2021-02-15,3.36,23.88,13.84,23.79,3.45,22.89,15.48,23.69,2.92,24.0
2021-02-16,2.35,24.32,3.18,26.1,10.09,22.8,10.12,23.85,0.36,23.6
2021-02-17,0.92,23.88,4.73,25.26,5.27,22.05,1.81,24.94,0.05,21.7
2021-02-18,0.2,23.42,2.28,25.1,5.81,22.53,0.0,23.91,0.3,22.09
2021-02-19,5.15,22.7,6.09,24.7,19.24,23.57,0.02,23.27,0.0,24.4
2021-02-20,8.75,22.64,27.83,25.2,11.77,24.02,0.0,24.61,0.51,24.79
2021-02-21,0.41,22.62,1.14,24.45,12.19,23.59,0.02,25.98,0.49,25.15
2021-02-22,0.06,22.58,0.11,26.14,7.42,24.0,0.03,27.2,2.82,26.94
2021-02-23,1.86,23.64,5.38,26.4,3.65,24.2,3.13,27.94,2.03,26.25
2021-02-24,15.12,22.53,2.37,26.38,1.59,23.85,0.42,28.45,0.29,24.21
2021-02-25,16.41,21.08,10.54,25.88,3.79,23.96,6.2,26.87,0.0,23.0
2021-02-26,30.03,21.75,11.95,25.78,28.17,22.75,2.86,25.89,0.0,23.79
2021-02-27,43.58,21.88,26.77,25.37,10.53,22.2,0.03,26.53,0.0,24.78
2021-02-28,41.47,21.42,9.56,24.33,5.62,20.85,0.09,26.27,0.05,24.74
2021-03-01,18.87,22.25,33.14,24.93,0.99,22.42,17.2,25.59,0.32,25.99
2021-03-02,12.29,23.72,6.55,24.32,6.82,22.99,18.02,24.91,0.19,26.38
2021-03-03,13.46,22.69,21.57,22.63,1.41,22.32,2.39,24.87,0.46,25.57
2021-03-04,12.54,23.93,20.22,23.12,0.37,22.64,0.66,24.42,4.69,23.99
2021-03-05,6.58,23.16,15.6,25.34,0.42,22.8,5.79,22.42,5.19,24.14
2021-03-06,14.32,22.48,0.58,25.53,5.09,23.11,0.04,23.53,0.17,22.25
2021-03-07,11.27,21.35,7.44,24.65,1.88,21.77,2.11,24.62,0.0,22.57
2021-03-08,1.9,22.96,1.45,24.22,1.77,21.67,0.29,25.35,0.06,23.91
2021-03-09,8.06,22.8,0.63,25.45,0.89,21.79,0.11,25.65,0.64,23.29
2021-03-10,2.11,21.46,1.57,23.86,1.18,21.37,0.0,25.72,0.47,22.33
2021-03-11,0.67,22.11,2.51,22.89,2.39,22.3,0.0,25.52,0.26,22.65
2021-03-12,3.74,22.4,9.95,23.91,9.97,23.58,0.0,26.75,0.01,23.31
2021-03-13,1.66,22.72,5.23,23.76,16.49,23.96,4.76,27.18,0.0,24.53
2021-03-14,10.77,23.66,13.06,24.44,12.18,22.27,0.38,26.92,0.0,24.85
2021-03-15,8.37,23.74,9.38,24.48,6.7,22.72,1.57,26.63,0.0,23.97
2021-03-16,1.48,23.52,10.61,25.76,6.96,22.42,4.9,25.07,4.54,26.42
2021-03-17,2.66,24.14,8.49,25.43,4.25,22.03,4.08,25.13,16.05,24.72
2021-03-18,4.11,22.81,27.55,24.53,10.29,22.71,0.84,26.0,1.39,21.74
2021-03-19,6.87,21.74,40.77,22.73,13.25,22.76,3.92,25.83,0.76,22.57
2021-03-20,1.99,23.27,34.75,24.02,3.57,22.93,0.34,26.18,0.58,25.64
2021-03-21,2.11,24.9,4.24,25.1,0.89,22.32,2.15,27.44,20.95,22.72
2021-03-22,11.49,24.09,6.11,25.22,0.01,22.08,0.03,27.42,1.21,22.4
2021-03-23,6.64,23.71,6.78,24.84,0.01,23.09,7.44,26.7,7.89,21.23
2021-03-24,4.01,24.32,5.81,24.3,0.0,22.85,0.6,27.6,1.2,22.66
2021-03-25,1.8,23.52,6.15,24.66,0.02,22.87,0.01,27.94,2.69,25.2
2021-03-26,4.97,24.55,0.51,24.58,0.0,22.67,0.0,27.35,10.3,24.82
2021-03-27,8.21,24.71,1.55,25.25,0.0,23.82,0.0,27.83,1.67,22.72
2021-03-28,3.27,24.43,2.04,24.73,0.0,23.9,0.0,28.18,2.06,22.62
2021-03-29,4.81,24.71,2.84,25.23,0.0,25.0,1.28,26.74,0.45,19.68
2021-03-30,4.36,22.73,0.52,26.0,4.03,25.28,0.88,25.92,5.17,19.52
2021-03-31,1.18,19.67,7.19,25.34,1.21,25.1,0.02,25.23,1.45,19.14
2021-04-01,0.68,18.88,6.1,25.16,1.5,24.57,0.0,25.63,3.23,19.26
2021-04-02,1.14,19.52,1.98,25.85,6.65,24.25,1.46,26.37,1.86,19.41
2021-04-03,5.17,19.99,0.3,25.18,1.63,23.78,0.0,27.56,0.86,21.46
2021-04-04,6.55,20.0,1.27,25.54,3.11,24.37,0.0,27.76,1.08,22.62
2021-04-05,4.71,20.12,0.46,26.05,11.02,23.73,0.0,27.89,2.82,22.59
2021-04-06,9.06,20.52,0.24,25.06,10.7,21.78,0.0,28.44,0.3,23.81
2021-04-07,10.97,19.8,2.26,25.56,9.02,20.95,0.0,27.74,0.86,22.87
2021-04-08,3.78,20.17,2.64,25.27,2.71,21.55,0.0,27.99,1.75,24.06
2021-04-09,0.26,21.16,3.08,24.85,0.02,21.5,0.0,28.24,3.95,25.27
2021-04-10,0.01,21.22,1.87,25.21,0.0,21.17,0.0,27.63,1.98,26.15
2021-04-11,0.0,21.77,2.29,25.29,0.04,21.36,0.0,27.77,4.26,24.31
2021-04-12,1.72,21.05,8.21,25.08,0.1,21.36,0.99,28.89,0.98,19.32
2021-04-13,0.89,19.09,4.12,24.5,1.26,21.69,2.5,26.81,0.3,19.53
2021-04-14,0.12,19.07,2.59,25.39,0.01,21.35,0.53,26.88,0.01,20.98
2021-04-15,0.63,19.09,1.29,25.6,2.22,22.02,11.0,26.67,2.49,19.89
2021-04-16,0.69,19.97,0.5,25.39,1.0,22.16,7.46,25.3,3.78,21.8
2021-04-17,7.88,20.54,2.71,24.66,0.39,22.19,0.03,24.35,0.76,21.94
2021-04-18,9.9,19.86,1.69,24.64,2.38,22.55,0.0,24.42,0.68,20.85
2021-04-19,5.34,18.78,1.17,24.89,2.88,22.34,0.0,24.01,0.77,19.76
2021-04-20,6.89,18.82,4.97,24.63,0.01,20.93,0.03,23.34,2.92,19.68
2021-04-21,13.39,18.6,0.4,25.23,0.03,20.21,0.0,22.39,2.61,20.36
2021-04-22,2.58,18.05,0.0,24.64,0.0,20.94,0.0,22.52,0.27,20.29
2021-04-23,0.5,18.17,0.0,24.91,0.04,21.46,0.0,23.26,1.92,19.91
2021-04-24,0.03,19.17,1.24,24.74,0.03,21.88,0.01,24.87,4.1,20.23
2021-04-25,0.65,20.51,2.78,23.94,0.01,23.36,0.43,24.14,4.88,18.86
2021-04-26,1.91,19.49,3.22,24.74,0.05,23.82,0.02,22.84,0.55,15.54
2021-04-27,1.36,18.05,0.0,24.39,0.13,23.0,0.0,21.5,1.41,14.74
2021-04-28,0.9,17.22,0.25,24.19,0.1,23.2,0.0,21.25,1.52,15.19
2021-04-29,3.28,16.66,11.46,22.95,0.05,23.4,0.0,21.05,1.78,15.66
2021-04-30,0.55,17.08,10.41,22.82,2.82,22.01,0.68,20.83,1.29,17.02
2021-05-01,0.21,17.8,6.77,24.07,0.93,21.47,0.69,24.16,1.37,18.22
2021-05-02,0.02,18.66,0.84,24.61,0.01,21.66,1.4,24.99,0.67,20.08
2021-05-03,0.0,18.77,0.34,24.69,0.0,20.95,0.0,25.31,1.57,22.74
2021-05-04,0.01,19.6,0.13,24.63,0.04,20.9,0.0,25.05,14.94,20.41
2021-05-05,0.51,20.02,0.0,23.5,0.03,21.38,0.0,25.54,14.53,15.02
2021-05-06,17.54,18.78,0.0,22.4,0.0,21.98,0.03,21.94,0.59,13.16
2021-05-07,2.45,14.33,0.0,20.61,0.03,21.81,0.06,19.66,0.46,12.28
2021-05-08,2.4,15.05,0.0,21.69,0.02,22.01,0.0,21.54,0.86,13.19
2021-05-09,2.87,16.75,0.0,23.43,0.01,22.4,0.0,22.66,0.28,15.72
2021-05-10,1.35,17.88,0.22,24.31,0.0,21.53,0.0,23.25,8.07,17.17
2021-05-11,7.79,17.53,0.15,24.17,0.01,21.63,0.0,24.22,4.52,13.93
2021-05-12,32.49,14.87,0.01,24.08,0.04,22.14,0.0,21.74,1.79,12.04
2021-05-13,0.74,15.27,0.0,22.5,0.01,22.8,0.0,20.76,0.86,12.29
2021-05-14,0.96,15.63,0.0,22.94,0.0,22.33,0.09,22.24,1.24,12.67
2021-05-15,0.47,16.92,0.0,23.73,0.03,22.31,0.0,23.33,1.5,13.21
2021-05-16,0.11,17.96,0.04,23.14,0.02,22.31,0.0,23.98,0.96,14.56
2021-05-17,0.06,17.88,0.0,24.07,0.0,22.29,0.0,24.26,0.32,14.83
2021-05-18,0.2,16.76,0.0,24.56,0.0,21.58,0.0,23.25,2.3,12.94
2021-05-19,0.01,16.29,0.0,23.94,0.04,21.89,0.0,23.78,2.09,12.13
2021-05-20,0.05,15.37,0.0,24.16,0.0,22.23,0.0,24.25,5.29,11.39
2021-05-21,2.01,17.01,0.08,25.37,0.0,23.56,0.91,25.44,34.3,13.14
2021-05-22,6.64,18.9,0.11,25.7,1.66,24.07,12.94,23.17,9.98,15.47
2021-05-23,0.57,18.16,0.85,25.87,0.01,23.93,3.62,15.81,0.74,12.43
2021-05-24,0.05,13.96,0.57,22.0,0.19,21.3,0.0,15.06,0.57,11.39
2021-05-25,0.0,13.72,0.54,23.51,0.11,23.26,0.0,20.27,0.7,10.5
2021-05-26,0.23,13.91,0.01,25.18,0.17,24.15,0.0,23.48,1.99,11.69
2021-05-27,0.02,16.35,0.0,25.97,0.0,25.28,0.0,24.49,2.59,12.66
2021-05-28,0.4,18.09,0.06,25.09,0.0,24.75,0.0,24.99,47.86,16.26
2021-05-29,1.94,22.08,0.09,25.0,0.0,24.58,0.0,24.22,0.98,14.83
2021-05-30,17.71,16.42,0.0,25.0,0.0,24.5,0.15,24.0,0.46,8.41
2021-05-31,1.0,16.27,0.0,24.85,0.01,23.74,0.4,22.57,0.19,8.88
2021-06-01,0.02,17.03,0.0,24.91,0.0,23.66,1.85,22.41,0.77,12.41
2021-06-02,0.19,18.13,0.0,24.71,0.0,23.92,0.0,24.27,0.7,15.03
2021-06-03,0.43,18.69,0.0,24.78,0.0,23.57,0.0,24.26,0.62,14.23
2021-06-04,0.09,18.9,0.0,24.59,0.03,22.62,0.0,24.29,0.57,18.03
2021-06-05,0.07,19.43,0.85,24.88,0.01,23.22,0.0,23.99,9.56,20.49
2021-06-06,0.9,18.74,1.4,25.07,0.0,23.09,0.02,24.57,1.58,14.48
2021-06-07,24.76,16.34,0.0,25.75,0.01,22.93,0.98,24.83,0.55,14.9
2021-06-08,8.3,16.86,0.0,25.58,0.13,23.37,6.92,23.82,5.09,15.59
2021-06-09,0.53,18.75,0.0,25.49,0.0,24.19,3.16,22.81,2.5,17.1
2021-06-10,2.05,18.14,0.0,26.05,0.2,24.54,12.48,22.18,4.45,16.25
2021-06-11,0.03,17.76,1.25,25.98,0.58,22.51,2.44,19.92,0.4,13.05
2021-06-12,0.01,13.91,0.09,24.74,0.06,22.01,0.03,17.49,0.01,10.65
2021-06-13,0.0,13.36,0.04,25.0,0.14,23.02,0.02,16.82,0.19,12.42
2021-06-14,0.01,13.41,0.03,25.88,9.17,22.85,0.0,18.76,0.25,14.06
2021-06-15,0.03,13.93,1.31,25.99,0.33,22.22,0.04,19.06,1.41,12.57
2021-06-16,1.39,13.69,0.13,24.94,0.0,20.61,0.06,18.74,0.55,9.2
2021-06-17,0.73,12.79,0.0,24.02,0.05,19.8,0.03,18.0,1.36,8.31
2021-06-18,7.89,14.07,0.0,24.29,0.0,20.44,0.02,19.15,1.14,9.0
2021-06-19,37.94,15.13,0.0,25.35,0.0,22.0,0.01,18.58,0.82,11.71
2021-06-20,1.69,14.97,0.0,24.95,0.0,22.23,0.02,17.88,0.3,12.85
2021-06-21,9.78,14.7,0.0,25.92,0.0,22.29,0.11,20.82,0.57,12.37
2021-06-22,7.3,14.9,0.01,26.17,0.03,22.61,0.03,21.88,0.91,12.96
2021-06-23,5.81,14.95,0.01,26.17,0.0,23.05,0.0,23.21,0.29,14.2
2021-06-24,0.66,15.98,0.0,25.85,0.0,23.94,0.0,23.37,20.65,15.42
2021-06-25,0.28,17.43,0.0,26.32,0.2,22.79,0.0,23.43,0.21,12.63
2021-06-26,0.47,18.27,0.0,26.32,0.05,21.54,0.0,23.25,72.61,13.33
2021-06-27,0.44,19.39,0.0,26.82,0.02,21.01,0.0,21.51,4.31,10.64
2021-06-28,13.33,12.78,0.0,24.37,0.0,20.25,0.33,11.97,0.14,6.6
2021-06-29,1.17,9.21,0.0,18.27,0.0,16.78,0.0,8.24,0.69,6.73
2021-06-30,0.85,8.57,0.0,18.17,0.0,15.27,0.0,9.58,0.52,7.41
2021-07-01,0.02,12.25,0.01,19.99,0.0,18.17,0.35,11.76,0.27,9.81
2021-07-02,0.1,15.02,0.0,23.03,0.0,21.34,0.0,16.35,0.62,11.22
2021-07-03,0.24,13.01,0.01,24.69,0.0,20.55,0.0,18.31,0.79,11.2
2021-07-04,0.07,13.6,0.0,23.48,0.01,19.79,0.07,18.61,0.33,9.88
2021-07-05,0.05,14.71,0.0,23.6,0.0,20.19,0.3,18.76,0.65,11.05
2021-07-06,3.77,14.35,0.02,24.17,0.02,20.34,0.24,18.27,0.71,12.43
2021-07-07,0.91,15.4,0.0,25.0,0.0,20.61,0.13,18.22,0.39,14.4
2021-07-08,0.05,15.29,0.0,24.8,0.0,20.17,0.01,19.36,0.19,14.64
2021-07-09,0.03,14.93,0.0,24.3,0.0,21.15,0.05,20.12,0.55,13.65
2021-07-10,0.0,16.05,0.01,25.34,0.0,21.17,0.14,20.53,0.97,15.03
2021-07-11,0.0,15.61,0.0,25.07,0.0,20.96,0.04,20.79,0.57,16.84
2021-07-12,0.0,16.07,0.0,25.11,0.0,21.66,0.01,21.38,0.02,15.82
2021-07-13,0.03,17.05,0.0,25.94,0.0,21.48,0.0,22.18,0.88,15.57
2021-07-14,0.0,18.16,0.0,25.87,0.0,22.02,0.0,22.89,3.74,16.82
2021-07-15,3.18,17.99,0.0,26.13,0.02,22.35,0.0,23.97,9.77,14.98
2021-07-16,16.99,14.68,0.0,26.14,0.0,22.9,0.24,21.56,0.58,11.31
2021-07-17,1.15,16.89,0.07,27.64,0.0,23.96,2.86,20.24,1.85,10.46
2021-07-18,0.02,12.6,0.02,27.41,0.0,23.7,1.16,16.29,0.0,7.65
2021-07-19,0.0,10.28,0.04,23.88,0.0,20.4,0.07,11.13,0.37,7.33
2021-07-20,0.0,10.16,0.16,23.54,0.0,20.22,0.0,13.24,0.72,7.13
2021-07-21,0.0,12.6,0.0,25.22,0.02,22.27,0.0,17.2,1.59,8.49
2021-07-22,0.0,13.22,0.0,25.9,0.0,23.6,0.0,18.73,0.89,10.16
2021-07-23,0.0,14.52,0.0,26.35,0.02,22.17,0.0,21.31,0.6,15.99
2021-07-24,0.01,15.28,0.0,27.04,0.0,21.59,0.0,22.87,1.02,16.4
2021-07-25,0.01,16.24,0.0,27.08,0.01,22.28,0.0,23.64,0.43,18.78
2021-07-26,0.06,17.9,0.0,27.36,0.0,22.84,0.0,24.82,18.48,18.11
2021-07-27,3.93,16.97,0.0,28.58,0.02,22.88,0.11,20.68,3.7,9.41
2021-07-28,0.06,9.96,0.0,25.21,0.13,22.21,0.16,11.83,1.05,5.21
2021-07-29,0.0,7.44,1.79,20.0,0.02,16.1,0.0,9.39,0.1,5.03
2021-07-30,0.0,8.08,0.0,20.72,0.02,18.59,0.0,11.9,0.78,6.6
2021-07-31,0.03,10.6,0.0,23.73,0.02,21.85,0.0,17.07,0.2,9.41
2021-08-01,0.62,13.31,0.0,26.26,0.02,23.32,0.01,18.15,0.38,11.33
2021-08-02,0.33,14.91,0.0,25.15,0.11,22.22,0.0,19.75,0.77,9.88
2021-08-03,0.22,13.44,0.0,25.97,0.02,22.78,0.0,19.28,1.44,10.42
2021-08-04,1.38,13.18,0.0,25.93,0.08,22.72,0.0,17.39,1.01,12.39
2021-08-05,0.66,14.72,0.0,25.76,0.11,22.81,0.0,18.79,0.48,14.21
2021-08-06,1.0,16.27,0.0,27.6,0.05,21.85,0.0,22.58,0.44,16.1
2021-08-07,0.74,16.68,0.0,27.39,0.02,22.41,0.0,23.44,0.2,18.14
2021-08-08,0.11,17.78,0.0,27.91,0.0,22.06,0.0,24.18,0.17,18.92
2021-08-09,0.01,18.68,0.0,28.62,0.02,22.73,0.0,25.94,1.67,18.28
2021-08-10,0.27,19.87,0.0,28.22,0.75,23.66,0.0,25.83,1.15,14.27
2021-08-11,6.18,13.06,0.0,27.47,0.0,24.16,0.0,22.2,0.76,10.2
2021-08-12,19.66,11.02,0.0,26.42,0.04,24.4,0.0,21.99,0.53,7.81
2021-08-13,32.12,12.99,0.0,26.44,0.3,24.7,0.0,22.9,0.93,12.12
2021-08-14,9.38,14.88,0.0,27.39,0.0,25.06,0.0,23.41,0.37,14.76
2021-08-15,3.36,16.54,0.0,28.18,0.0,25.4,0.0,24.69,0.24,15.51
2021-08-16,8.94,16.99,0.01,28.96,0.0,25.71,0.0,26.63,0.24,14.89
2021-08-17,0.36,18.75,0.0,28.91,0.0,25.82,0.0,27.75,0.31,18.27
2021-08-18,0.26,20.63,0.0,28.46,0.0,25.35,0.0,27.76,5.18,21.52
2021-08-19,0.11,21.63,0.0,27.86,0.0,24.23,0.0,27.28,0.04,23.09
2021-08-20,0.4,21.31,0.0,28.41,0.0,24.17,0.01,25.99,2.21,19.68
2021-08-21,0.04,18.83,0.0,29.12,0.0,24.39,0.0,26.01,2.18,16.34
2021-08-22,0.01,19.62,0.01,29.61,0.0,25.44,0.0,26.61,0.01,20.43
2021-08-23,0.05,20.45,0.0,29.92,0.0,25.71,0.0,27.52,0.77,16.36
2021-08-24,0.01,21.18,0.0,30.39,0.0,26.32,0.0,28.94,11.44,16.02
2021-08-25,0.01,22.4,0.0,31.0,0.0,27.07,0.0,29.17,45.26,16.29
2021-08-26,2.76,20.67,0.0,30.84,0.0,27.25,0.15,20.72,1.83,13.34
2021-08-27,3.74,14.11,0.03,30.0,0.0,27.83,13.46,20.04,0.07,12.2
2021-08-28,9.99,14.46,0.0,30.63,0.01,27.05,10.2,18.82,0.09,13.27
2021-08-29,4.48,15.06,0.0,31.48,0.01,26.46,0.93,19.86,0.06,16.37
2021-08-30,6.06,15.96,0.0,30.78,2.03,26.05,0.02,21.44,0.03,17.67
2021-08-31,3.14,17.18,0.0,31.19,0.19,25.52,0.01,22.8,0.06,18.74
2021-09-01,0.68,17.38,0.03,30.9,0.06,24.74,0.0,22.84,0.03,19.23
2021-09-02,0.17,18.64,0.56,29.55,0.0,24.68,0.0,24.1,0.08,20.11
2021-09-03,0.09,21.3,0.1,30.79,0.0,25.04,0.0,25.79,0.09,18.37
2021-09-04,1.4,18.28,0.02,31.22,0.0,26.18,0.0,27.16,15.8,16.04
2021-09-05,2.07,19.91,0.11,30.46,0.0,27.66,0.08,27.9,1.38,16.45
2021-09-06,1.16,17.72,0.01,32.07,0.0,28.73,0.02,28.44,2.55,16.85
2021-09-07,3.63,17.66,0.02,32.46,0.0,29.71,0.0,29.75,19.48,16.96
